MONTH_NUM,MONTH_MON,FLT_DATE,ENTITY_NAME,ENTITY_TYPE,CPLX_FLIGHT_HRS,CPLX_INTER,VERTICAL_INTER_HRS,HORIZ_INTER_HRS,SPEED_INTER_HRS,BADA_VERSION
6.0,JUN,30-06-2019,Albcontrol,ANSP (AUA),199.95,27.79,1.6380000000000001,13.45,1.4,3.13.1
6.0,JUN,30-06-2019,Austro Control,ANSP (AUA),949.62,177.0,22.041,114.98,19.03,3.13.1
6.0,JUN,30-06-2019,Avinor (Continental),ANSP (AUA),644.42,23.18,5.292,12.04,5.23,3.13.1
6.0,JUN,30-06-2019,BULATSA,ANSP (AUA),979.45,175.56,9.621,76.03,10.3,3.13.1
6.0,JUN,30-06-2019,Croatia Control,ANSP (AUA),1006.98,180.52,12.582,116.62,9.81,3.13.1
6.0,JUN,30-06-2019,DCAC Cyprus,ANSP (AUA),643.12,61.25,7.308,25.65,4.88,3.13.1
6.0,JUN,30-06-2019,DFS,ANSP (AUA),3607.28,690.82,140.328,418.57,100.84,3.13.1
6.0,JUN,30-06-2019,DHMI,ANSP (AUA),4375.05,803.17,84.95100000000001,270.25,81.42,3.13.1
6.0,JUN,30-06-2019,DSNA,ANSP (AUA),7070.75,1490.63,178.02,708.25,144.52,3.13.1
6.0,JUN,30-06-2019,EANS,ANSP (AUA),215.67,12.31,2.25,4.74,1.45,3.13.1
6.0,JUN,30-06-2019,ENAIRE,ANSP (AUA),4287.93,585.3,83.988,244.69,60.28,3.13.1
6.0,JUN,30-06-2019,ENAV,ANSP (AUA),3905.85,488.86,106.884,333.4,56.24,3.13.1
6.0,JUN,30-06-2019,HCAA,ANSP (AUA),2232.48,233.69,28.251,110.39,17.34,3.13.1
6.0,JUN,30-06-2019,HungaroControl,ANSP (AUA),895.16,164.39,9.234,98.18,11.77,3.13.1
6.0,JUN,30-06-2019,IAA,ANSP (AUA),924.8,70.28,6.291,21.31,4.98,3.13.1
6.0,JUN,30-06-2019,LFV,ANSP (AUA),1102.68,66.06,10.449,40.25,11.07,3.13.1
6.0,JUN,30-06-2019,LGS,ANSP (AUA),221.64,13.92,1.1520000000000001,7.01,1.87,3.13.1
6.0,JUN,30-06-2019,LPS,ANSP (AUA),407.06,72.93,5.652,43.83,7.88,3.13.1
6.0,JUN,30-06-2019,LVNL,ANSP (AUA),223.14,40.03,6.723,19.15,5.58,3.13.1
6.0,JUN,30-06-2019,M-NAV,ANSP (AUA),155.27,25.34,1.305,12.14,0.61,3.13.1
6.0,JUN,30-06-2019,MATS,ANSP (AUA),234.48,6.6,0.41400000000000003,2.3,0.71,3.13.1
6.0,JUN,30-06-2019,MOLDATSA,ANSP (AUA),33.61,0.67,0.036000000000000004,0.42,0.06,3.13.1
6.0,JUN,30-06-2019,MUAC,ANSP (AUA),1984.64,404.08,84.807,243.92,59.04,3.13.1
6.0,JUN,30-06-2019,NATS (Continental),ANSP (AUA),3543.26,651.76,197.082,301.74,124.93,3.13.1
6.0,JUN,30-06-2019,NAV Portugal (Continental),ANSP (AUA),1054.0,88.79,15.606,34.54,7.48,3.13.1
6.0,JUN,30-06-2019,NAVIAIR,ANSP (AUA),490.6,31.91,4.617,20.47,6.48,3.13.1
6.0,JUN,30-06-2019,Oro Navigacija,ANSP (AUA),183.41,10.82,1.143,6.2,1.49,3.13.1
6.0,JUN,30-06-2019,PANSA,ANSP (AUA),1496.42,158.75,16.137,107.14,18.58,3.13.1
6.0,JUN,30-06-2019,ROMATSA,ANSP (AUA),1256.78,176.38,8.415,90.51,17.88,3.13.1
6.0,JUN,30-06-2019,SMATSA,ANSP (AUA),1022.56,213.01,7.973999999999999,130.02,8.18,3.13.1
6.0,JUN,30-06-2019,Sakaeronavigatsia,ANSP (AUA),116.04,5.64,0.765,2.0,0.73,3.13.1
6.0,JUN,30-06-2019,Skyguide,ANSP (AUA),995.79,237.58,48.735,152.14,34.09,3.13.1
6.0,JUN,30-06-2019,Slovenia Control,ANSP (AUA),224.98,47.84,3.672,31.52,3.25,3.13.1
6.0,JUN,30-06-2019,UkSATSE,ANSP (AUA),634.43,25.8,2.547,12.74,3.16,3.13.1
6.0,JUN,30-06-2019,skeyes,ANSP (AUA),203.82,29.52,10.323,16.59,7.29,3.13.1
7.0,JUL,01-07-2019,ANS CR,ANSP (AUA),768.17,128.36,20.403000000000002,80.57,17.99,3.13.1
7.0,JUL,01-07-2019,ANS Finland,ANSP (AUA),224.32,7.15,2.043,3.23,1.5,3.13.1
7.0,JUL,01-07-2019,ARMATS,ANSP (AUA),32.41,0.5,0.09000000000000001,0.18,0.03,3.13.1
7.0,JUL,01-07-2019,Albcontrol,ANSP (AUA),187.54,22.52,2.2230000000000003,10.95,0.66,3.13.1
7.0,JUL,01-07-2019,Austro Control,ANSP (AUA),886.54,140.36,19.773,88.45,20.01,3.13.1
7.0,JUL,01-07-2019,Avinor (Continental),ANSP (AUA),697.29,24.9,5.436,12.81,5.55,3.13.1
7.0,JUL,01-07-2019,BULATSA,ANSP (AUA),927.15,153.92,8.253,68.1,9.63,3.13.1
7.0,JUL,01-07-2019,Croatia Control,ANSP (AUA),944.49,157.52,10.620000000000001,103.25,7.33,3.13.1
7.0,JUL,01-07-2019,DCAC Cyprus,ANSP (AUA),629.53,61.79,7.101,26.42,5.56,3.13.1
7.0,JUL,01-07-2019,DFS,ANSP (AUA),3724.3,683.5,154.719,421.96,128.41,3.13.1
7.0,JUL,01-07-2019,DHMI,ANSP (AUA),4216.7,732.58,82.575,229.0,74.46,3.13.1
7.0,JUL,01-07-2019,DSNA,ANSP (AUA),7137.89,1498.93,192.294,717.07,153.46,3.13.1
7.0,JUL,01-07-2019,EANS,ANSP (AUA),215.55,13.58,2.2769999999999997,4.84,1.89,3.13.1
7.0,JUL,01-07-2019,ENAIRE,ANSP (AUA),4265.01,570.25,88.173,247.13,53.32,3.13.1
7.0,JUL,01-07-2019,ENAV,ANSP (AUA),3831.31,466.67,102.402,319.48,56.0,3.13.1
7.0,JUL,01-07-2019,HCAA,ANSP (AUA),1953.33,182.16,21.492,83.91,14.8,3.13.1
7.0,JUL,01-07-2019,HungaroControl,ANSP (AUA),850.87,142.26,9.072000000000001,85.44,13.71,3.13.1
7.0,JUL,01-07-2019,IAA,ANSP (AUA),959.6,83.61,5.697,23.43,4.51,3.13.1
7.0,JUL,01-07-2019,LFV,ANSP (AUA),1121.24,65.39,10.296,38.17,12.94,3.13.1
7.0,JUL,01-07-2019,LGS,ANSP (AUA),238.93,12.52,1.4580000000000002,6.97,2.21,3.13.1
7.0,JUL,01-07-2019,LPS,ANSP (AUA),379.02,55.01,3.834,35.25,6.83,3.13.1
7.0,JUL,01-07-2019,LVNL,ANSP (AUA),233.46,40.86,5.976,17.75,5.89,3.13.1
7.0,JUL,01-07-2019,M-NAV,ANSP (AUA),138.49,19.88,1.593,9.19,0.88,3.13.1
7.0,JUL,01-07-2019,MATS,ANSP (AUA),240.5,8.11,0.423,2.76,0.66,3.13.1
7.0,JUL,01-07-2019,MOLDATSA,ANSP (AUA),33.19,0.59,0.045000000000000005,0.26,0.06,3.13.1
7.0,JUL,01-07-2019,MUAC,ANSP (AUA),2033.62,449.17,90.144,254.61,78.85,3.13.1
7.0,JUL,01-07-2019,NATS (Continental),ANSP (AUA),3696.77,718.96,233.79299999999998,336.81,150.18,3.13.1
7.0,JUL,01-07-2019,NAV Portugal (Continental),ANSP (AUA),1104.17,96.75,16.721999999999998,35.05,5.5,3.13.1
7.0,JUL,01-07-2019,NAVIAIR,ANSP (AUA),556.65,42.44,6.057,26.38,8.76,3.13.1
7.0,JUL,01-07-2019,Oro Navigacija,ANSP (AUA),185.58,10.59,1.062,6.03,1.57,3.13.1
7.0,JUL,01-07-2019,PANSA,ANSP (AUA),1556.65,152.18,18.459000000000003,102.44,26.5,3.13.1
7.0,JUL,01-07-2019,ROMATSA,ANSP (AUA),1250.77,163.31,9.441,84.54,16.7,3.13.1
7.0,JUL,01-07-2019,SMATSA,ANSP (AUA),925.24,159.17,7.5329999999999995,101.02,6.29,3.13.1
7.0,JUL,01-07-2019,Sakaeronavigatsia,ANSP (AUA),105.52,4.23,0.41400000000000003,1.57,0.37,3.13.1
7.0,JUL,01-07-2019,Skyguide,ANSP (AUA),983.29,225.84,44.658,150.98,37.49,3.13.1
7.0,JUL,01-07-2019,Slovenia Control,ANSP (AUA),203.67,37.03,3.7710000000000004,25.27,2.52,3.13.1
7.0,JUL,01-07-2019,UkSATSE,ANSP (AUA),596.46,24.02,2.232,11.25,2.37,3.13.1
7.0,JUL,01-07-2019,skeyes,ANSP (AUA),230.02,37.2,13.5,20.57,10.32,3.13.1
7.0,JUL,02-07-2019,ANS CR,ANSP (AUA),814.54,155.85,23.571,89.28,22.68,3.13.1
7.0,JUL,02-07-2019,ANS Finland,ANSP (AUA),224.75,7.72,2.133,3.53,1.42,3.13.1
7.0,JUL,02-07-2019,ARMATS,ANSP (AUA),41.31,1.08,0.20700000000000002,0.44,0.08,3.13.1
7.0,JUL,02-07-2019,Albcontrol,ANSP (AUA),169.5,17.98,1.071,8.32,0.72,3.13.1
7.0,JUL,02-07-2019,Austro Control,ANSP (AUA),880.62,145.1,18.171000000000003,87.72,19.87,3.13.1
7.0,JUL,02-07-2019,Avinor (Continental),ANSP (AUA),684.46,24.29,4.293,10.42,4.99,3.13.1
7.0,JUL,02-07-2019,BULATSA,ANSP (AUA),916.86,151.82,8.415,62.43,9.25,3.13.1
7.0,JUL,02-07-2019,Croatia Control,ANSP (AUA),920.62,147.72,9.882000000000001,99.22,6.83,3.13.1
7.0,JUL,02-07-2019,DCAC Cyprus,ANSP (AUA),598.85,56.37,6.129,22.7,5.31,3.13.1
7.0,JUL,02-07-2019,DFS,ANSP (AUA),3822.18,779.53,174.294,453.44,138.03,3.13.1
7.0,JUL,02-07-2019,DHMI,ANSP (AUA),4148.24,721.55,81.25200000000001,231.94,80.59,3.13.1
7.0,JUL,02-07-2019,DSNA,ANSP (AUA),7096.08,1541.5,183.42000000000002,719.15,126.38,3.13.1
7.0,JUL,02-07-2019,EANS,ANSP (AUA),209.59,13.1,1.989,4.67,1.64,3.13.1
7.0,JUL,02-07-2019,ENAIRE,ANSP (AUA),4142.32,542.37,77.445,224.37,43.83,3.13.1
7.0,JUL,02-07-2019,ENAV,ANSP (AUA),3590.4,423.92,84.591,287.14,39.59,3.13.1
7.0,JUL,02-07-2019,HCAA,ANSP (AUA),2011.9,199.29,24.12,93.68,15.13,3.13.1
7.0,JUL,02-07-2019,HungaroControl,ANSP (AUA),899.71,160.66,10.08,96.34,14.42,3.13.1
7.0,JUL,02-07-2019,IAA,ANSP (AUA),864.34,54.6,4.347,17.66,3.29,3.13.1
7.0,JUL,02-07-2019,LFV,ANSP (AUA),1092.12,61.25,9.918,36.35,10.82,3.13.1
7.0,JUL,02-07-2019,LGS,ANSP (AUA),225.07,12.69,1.368,7.38,2.03,3.13.1
7.0,JUL,02-07-2019,LPS,ANSP (AUA),382.84,61.92,5.184,35.64,7.53,3.13.1
7.0,JUL,02-07-2019,LVNL,ANSP (AUA),233.15,43.64,5.8500000000000005,18.85,6.06,3.13.1
7.0,JUL,02-07-2019,M-NAV,ANSP (AUA),139.86,20.75,1.8900000000000001,9.61,0.74,3.13.1
7.0,JUL,02-07-2019,MATS,ANSP (AUA),234.93,7.38,0.639,3.15,0.86,3.13.1
7.0,JUL,02-07-2019,MOLDATSA,ANSP (AUA),31.25,0.58,0.036000000000000004,0.28,0.04,3.13.1
7.0,JUL,02-07-2019,MUAC,ANSP (AUA),1987.55,425.18,84.843,240.59,63.19,3.13.1
7.0,JUL,02-07-2019,NATS (Continental),ANSP (AUA),3637.49,658.26,203.04,300.41,129.32,3.13.1
7.0,JUL,02-07-2019,NAV Portugal (Continental),ANSP (AUA),1078.33,94.81,14.769,35.6,6.8,3.13.1
7.0,JUL,02-07-2019,NAVIAIR,ANSP (AUA),529.7,36.68,4.77,21.85,6.91,3.13.1
7.0,JUL,02-07-2019,Oro Navigacija,ANSP (AUA),185.16,10.01,1.143,5.36,1.4,3.13.1
7.0,JUL,02-07-2019,PANSA,ANSP (AUA),1422.07,130.31,14.526000000000002,87.85,21.7,3.13.1
7.0,JUL,02-07-2019,ROMATSA,ANSP (AUA),1269.97,173.11,10.728,89.24,16.59,3.13.1
7.0,JUL,02-07-2019,SMATSA,ANSP (AUA),956.31,180.78,7.929,111.8,6.32,3.13.1
7.0,JUL,02-07-2019,Sakaeronavigatsia,ANSP (AUA),121.0,5.51,0.7200000000000001,2.21,0.43,3.13.1
7.0,JUL,02-07-2019,Skyguide,ANSP (AUA),952.21,220.94,42.561,142.68,33.86,3.13.1
7.0,JUL,02-07-2019,Slovenia Control,ANSP (AUA),191.16,34.51,2.6910000000000003,22.69,1.82,3.13.1
7.0,JUL,02-07-2019,UkSATSE,ANSP (AUA),608.42,23.42,2.25,12.03,2.64,3.13.1
7.0,JUL,02-07-2019,skeyes,ANSP (AUA),228.06,36.09,13.05,20.36,10.35,3.13.1
7.0,JUL,03-07-2019,ANS CR,ANSP (AUA),818.11,160.12,24.111,91.08,29.13,3.13.1
7.0,JUL,03-07-2019,ANS Finland,ANSP (AUA),225.17,7.31,1.6380000000000001,2.98,1.2,3.13.1
7.0,JUL,03-07-2019,ARMATS,ANSP (AUA),37.2,0.82,0.117,0.28,0.09,3.13.1
7.0,JUL,03-07-2019,Albcontrol,ANSP (AUA),172.64,17.41,1.521,8.63,0.72,3.13.1
7.0,JUL,03-07-2019,Austro Control,ANSP (AUA),944.78,167.99,20.745,101.75,23.97,3.13.1
7.0,JUL,03-07-2019,Avinor (Continental),ANSP (AUA),668.59,22.51,4.1850000000000005,9.55,4.57,3.13.1
7.0,JUL,03-07-2019,BULATSA,ANSP (AUA),963.12,174.65,9.918,78.12,8.39,3.13.1
7.0,JUL,03-07-2019,Croatia Control,ANSP (AUA),913.9,147.94,10.520999999999999,95.34,8.81,3.13.1
7.0,JUL,03-07-2019,DCAC Cyprus,ANSP (AUA),602.04,57.02,7.002000000000001,22.38,4.46,3.13.1
7.0,JUL,03-07-2019,DFS,ANSP (AUA),3895.45,803.16,181.89,465.86,155.71,3.13.1
7.0,JUL,03-07-2019,DHMI,ANSP (AUA),4290.29,746.81,79.209,238.72,68.26,3.13.1
7.0,JUL,03-07-2019,DSNA,ANSP (AUA),7006.33,1472.28,181.035,698.67,126.3,3.13.1
7.0,JUL,03-07-2019,EANS,ANSP (AUA),201.41,11.5,1.9440000000000002,4.63,1.24,3.13.1
7.0,JUL,03-07-2019,ENAIRE,ANSP (AUA),4207.92,580.06,90.009,250.95,59.6,3.13.1
7.0,JUL,03-07-2019,ENAV,ANSP (AUA),3644.23,442.49,95.679,302.3,51.14,3.13.1
7.0,JUL,03-07-2019,HCAA,ANSP (AUA),1997.0,211.82,23.715000000000003,96.16,14.24,3.13.1
7.0,JUL,03-07-2019,HungaroControl,ANSP (AUA),920.29,168.42,10.638,98.88,16.25,3.13.1
7.0,JUL,03-07-2019,IAA,ANSP (AUA),854.38,65.77,6.228,18.05,4.01,3.13.1
7.0,JUL,03-07-2019,LFV,ANSP (AUA),1134.37,63.03,10.314000000000002,37.26,10.23,3.13.1
7.0,JUL,03-07-2019,LGS,ANSP (AUA),224.94,12.82,1.4669999999999999,7.22,1.59,3.13.1
7.0,JUL,03-07-2019,LPS,ANSP (AUA),411.24,72.39,5.886,43.05,10.4,3.13.1
7.0,JUL,03-07-2019,LVNL,ANSP (AUA),247.29,48.89,7.731,20.83,7.88,3.13.1
7.0,JUL,03-07-2019,M-NAV,ANSP (AUA),154.27,26.56,1.179,11.83,0.81,3.13.1
7.0,JUL,03-07-2019,MATS,ANSP (AUA),246.61,6.88,0.738,2.84,0.84,3.13.1
7.0,JUL,03-07-2019,MOLDATSA,ANSP (AUA),35.1,0.73,0.036000000000000004,0.33,0.08,3.13.1
7.0,JUL,03-07-2019,MUAC,ANSP (AUA),2045.6,467.84,96.732,256.57,68.55,3.13.1
7.0,JUL,03-07-2019,NATS (Continental),ANSP (AUA),3670.76,719.28,234.468,326.4,150.42,3.13.1
7.0,JUL,03-07-2019,NAV Portugal (Continental),ANSP (AUA),1038.25,94.02,14.976,37.67,9.92,3.13.1
7.0,JUL,03-07-2019,NAVIAIR,ANSP (AUA),539.46,38.19,5.643,23.93,6.85,3.13.1
7.0,JUL,03-07-2019,Oro Navigacija,ANSP (AUA),194.56,11.04,1.062,5.81,1.18,3.13.1
7.0,JUL,03-07-2019,PANSA,ANSP (AUA),1498.67,148.62,16.317,97.94,24.31,3.13.1
7.0,JUL,03-07-2019,ROMATSA,ANSP (AUA),1287.51,189.4,10.044,99.68,15.76,3.13.1
7.0,JUL,03-07-2019,SMATSA,ANSP (AUA),975.02,187.29,7.992000000000001,115.39,6.13,3.13.1
7.0,JUL,03-07-2019,Sakaeronavigatsia,ANSP (AUA),107.42,4.99,0.5040000000000001,1.75,0.52,3.13.1
7.0,JUL,03-07-2019,Skyguide,ANSP (AUA),975.78,222.21,45.675000000000004,143.58,37.45,3.13.1
7.0,JUL,03-07-2019,Slovenia Control,ANSP (AUA),210.99,45.67,3.726,30.46,3.46,3.13.1
7.0,JUL,03-07-2019,UkSATSE,ANSP (AUA),595.13,24.66,2.286,11.03,2.9,3.13.1
7.0,JUL,03-07-2019,skeyes,ANSP (AUA),235.21,42.81,16.02,24.21,11.08,3.13.1
7.0,JUL,04-07-2019,ANS CR,ANSP (AUA),838.73,162.08,24.651,93.96,22.79,3.13.1
7.0,JUL,04-07-2019,ANS Finland,ANSP (AUA),232.92,7.98,2.034,3.45,1.43,3.13.1
7.0,JUL,04-07-2019,ARMATS,ANSP (AUA),41.79,1.32,0.15300000000000002,0.38,0.05,3.13.1
7.0,JUL,04-07-2019,Albcontrol,ANSP (AUA),163.67,18.79,1.08,9.29,0.81,3.13.1
7.0,JUL,04-07-2019,Austro Control,ANSP (AUA),939.38,160.93,21.537,95.71,25.42,3.13.1
7.0,JUL,04-07-2019,Avinor (Continental),ANSP (AUA),677.05,23.5,4.473,11.23,5.36,3.13.1
7.0,JUL,04-07-2019,BULATSA,ANSP (AUA),931.6,156.11,8.343,67.27,7.73,3.13.1
7.0,JUL,04-07-2019,Croatia Control,ANSP (AUA),905.12,148.98,10.089,97.88,11.55,3.13.1
7.0,JUL,04-07-2019,DCAC Cyprus,ANSP (AUA),622.77,63.67,7.074000000000001,26.56,4.71,3.13.1
7.0,JUL,04-07-2019,DFS,ANSP (AUA),3976.27,827.76,188.136,484.03,154.07,3.13.1
7.0,JUL,04-07-2019,DHMI,ANSP (AUA),4354.14,768.8,79.938,259.89,80.97,3.13.1
7.0,JUL,04-07-2019,DSNA,ANSP (AUA),7132.78,1534.51,194.15699999999998,704.16,126.14,3.13.1
7.0,JUL,04-07-2019,EANS,ANSP (AUA),209.03,12.9,2.421,4.53,1.34,3.13.1
7.0,JUL,04-07-2019,ENAIRE,ANSP (AUA),4275.0,609.28,88.64099999999999,259.24,70.59,3.13.1
7.0,JUL,04-07-2019,ENAV,ANSP (AUA),3521.61,412.12,87.534,277.8,54.07,3.13.1
7.0,JUL,04-07-2019,HCAA,ANSP (AUA),1993.24,203.49,24.615000000000002,96.01,15.07,3.13.1
7.0,JUL,04-07-2019,HungaroControl,ANSP (AUA),905.24,162.13,9.846,98.32,19.82,3.13.1
7.0,JUL,04-07-2019,IAA,ANSP (AUA),842.06,63.19,5.157000000000001,17.88,4.08,3.13.1
7.0,JUL,04-07-2019,LFV,ANSP (AUA),1123.94,64.35,10.548,36.97,11.35,3.13.1
7.0,JUL,04-07-2019,LGS,ANSP (AUA),231.49,14.41,1.4400000000000002,7.93,1.87,3.13.1
7.0,JUL,04-07-2019,LPS,ANSP (AUA),404.01,72.1,5.904,43.72,8.86,3.13.1
7.0,JUL,04-07-2019,LVNL,ANSP (AUA),238.08,44.57,6.255,18.81,6.41,3.13.1
7.0,JUL,04-07-2019,M-NAV,ANSP (AUA),140.86,21.5,1.521,10.6,0.6,3.13.1
7.0,JUL,04-07-2019,MATS,ANSP (AUA),231.22,6.14,0.549,2.16,0.62,3.13.1
7.0,JUL,04-07-2019,MOLDATSA,ANSP (AUA),33.48,0.61,0.018000000000000002,0.34,0.04,3.13.1
7.0,JUL,04-07-2019,MUAC,ANSP (AUA),2068.65,461.4,89.622,257.24,55.56,3.13.1
7.0,JUL,04-07-2019,NATS (Continental),ANSP (AUA),3803.75,754.25,244.674,341.55,157.52,3.13.1
7.0,JUL,04-07-2019,NAV Portugal (Continental),ANSP (AUA),1095.63,93.16,14.868,39.71,11.47,3.13.1
7.0,JUL,04-07-2019,NAVIAIR,ANSP (AUA),548.13,41.82,6.453,24.96,6.24,3.13.1
7.0,JUL,04-07-2019,Oro Navigacija,ANSP (AUA),205.52,13.28,1.1700000000000002,7.22,1.47,3.13.1
7.0,JUL,04-07-2019,PANSA,ANSP (AUA),1512.22,150.19,17.532,101.27,23.36,3.13.1
7.0,JUL,04-07-2019,ROMATSA,ANSP (AUA),1248.96,172.55,8.091000000000001,90.8,19.08,3.13.1
7.0,JUL,04-07-2019,SMATSA,ANSP (AUA),996.92,188.02,8.64,118.53,10.65,3.13.1
7.0,JUL,04-07-2019,Sakaeronavigatsia,ANSP (AUA),115.24,5.3,0.621,1.69,0.64,3.13.1
7.0,JUL,04-07-2019,Skyguide,ANSP (AUA),952.17,219.48,44.901,140.46,42.5,3.13.1
7.0,JUL,04-07-2019,Slovenia Control,ANSP (AUA),209.83,39.26,3.636,25.63,4.68,3.13.1
7.0,JUL,04-07-2019,UkSATSE,ANSP (AUA),586.87,22.63,2.061,10.22,2.27,3.13.1
7.0,JUL,04-07-2019,skeyes,ANSP (AUA),233.67,38.18,13.770000000000001,21.65,10.31,3.13.1
7.0,JUL,05-07-2019,ANS CR,ANSP (AUA),811.86,154.99,22.536,90.69,25.7,3.13.1
7.0,JUL,05-07-2019,ANS Finland,ANSP (AUA),246.57,7.72,1.584,2.88,1.32,3.13.1
7.0,JUL,05-07-2019,ARMATS,ANSP (AUA),38.93,0.83,0.198,0.33,0.09,3.13.1
7.0,JUL,05-07-2019,Albcontrol,ANSP (AUA),185.93,23.19,1.6740000000000002,12.03,1.07,3.13.1
7.0,JUL,05-07-2019,Austro Control,ANSP (AUA),952.53,168.56,23.391,101.65,26.57,3.13.1
7.0,JUL,05-07-2019,Avinor (Continental),ANSP (AUA),662.91,21.95,4.5,9.55,5.22,3.13.1
7.0,JUL,05-07-2019,BULATSA,ANSP (AUA),981.52,173.31,10.422,78.3,12.52,3.13.1
7.0,JUL,05-07-2019,Croatia Control,ANSP (AUA),976.83,174.81,11.466000000000001,116.21,12.93,3.13.1
7.0,JUL,05-07-2019,DCAC Cyprus,ANSP (AUA),554.19,49.34,5.697,20.05,4.7,3.13.1
7.0,JUL,05-07-2019,DFS,ANSP (AUA),3871.6,757.8,164.106,445.4,134.22,3.13.1
7.0,JUL,05-07-2019,DHMI,ANSP (AUA),4315.88,767.41,83.628,255.91,81.69,3.13.1
7.0,JUL,05-07-2019,DSNA,ANSP (AUA),7418.19,1615.34,205.704,754.59,165.28,3.13.1
7.0,JUL,05-07-2019,EANS,ANSP (AUA),204.55,11.66,2.061,4.45,1.46,3.13.1
7.0,JUL,05-07-2019,ENAIRE,ANSP (AUA),4291.86,585.88,87.75,247.03,88.46,3.13.1
7.0,JUL,05-07-2019,ENAV,ANSP (AUA),3693.46,450.29,96.777,300.78,51.64,3.13.1
7.0,JUL,05-07-2019,HCAA,ANSP (AUA),2003.5,195.47,24.867,90.35,16.93,3.13.1
7.0,JUL,05-07-2019,HungaroControl,ANSP (AUA),896.12,158.73,10.376999999999999,96.27,23.35,3.13.1
7.0,JUL,05-07-2019,IAA,ANSP (AUA),867.92,71.46,4.968,19.12,4.45,3.13.1
7.0,JUL,05-07-2019,LFV,ANSP (AUA),1135.02,65.16,10.89,39.49,11.78,3.13.1
7.0,JUL,05-07-2019,LGS,ANSP (AUA),230.17,13.42,1.521,7.86,1.9,3.13.1
7.0,JUL,05-07-2019,LPS,ANSP (AUA),380.13,64.1,5.3100000000000005,38.15,10.69,3.13.1
7.0,JUL,05-07-2019,LVNL,ANSP (AUA),243.97,46.02,6.3,19.58,7.34,3.13.1
7.0,JUL,05-07-2019,M-NAV,ANSP (AUA),136.62,19.67,1.557,9.56,0.78,3.13.1
7.0,JUL,05-07-2019,MATS,ANSP (AUA),222.44,5.8,0.522,2.09,0.79,3.13.1
7.0,JUL,05-07-2019,MOLDATSA,ANSP (AUA),33.38,0.6,0.036000000000000004,0.29,0.07,3.13.1
7.0,JUL,05-07-2019,MUAC,ANSP (AUA),2014.38,433.96,89.10900000000001,251.13,60.57,3.13.1
7.0,JUL,05-07-2019,NATS (Continental),ANSP (AUA),3817.82,750.53,241.96500000000003,346.81,158.55,3.13.1
7.0,JUL,05-07-2019,NAV Portugal (Continental),ANSP (AUA),1057.45,88.28,14.175,34.74,11.43,3.13.1
7.0,JUL,05-07-2019,NAVIAIR,ANSP (AUA),564.98,43.08,5.643,27.65,7.69,3.13.1
7.0,JUL,05-07-2019,Oro Navigacija,ANSP (AUA),185.88,9.64,1.062,5.26,1.1,3.13.1
7.0,JUL,05-07-2019,PANSA,ANSP (AUA),1528.83,154.32,18.045,102.98,29.68,3.13.1
7.0,JUL,05-07-2019,ROMATSA,ANSP (AUA),1306.6,181.22,10.548,94.95,23.96,3.13.1
7.0,JUL,05-07-2019,SMATSA,ANSP (AUA),1006.34,193.08,9.441,121.83,13.2,3.13.1
7.0,JUL,05-07-2019,Sakaeronavigatsia,ANSP (AUA),120.53,6.04,0.666,2.19,0.82,3.13.1
7.0,JUL,05-07-2019,Skyguide,ANSP (AUA),988.16,241.39,46.962,152.05,36.84,3.13.1
7.0,JUL,05-07-2019,Slovenia Control,ANSP (AUA),222.0,47.04,5.175,31.1,3.93,3.13.1
7.0,JUL,05-07-2019,UkSATSE,ANSP (AUA),647.24,29.18,2.619,13.58,3.0,3.13.1
7.0,JUL,05-07-2019,skeyes,ANSP (AUA),231.8,40.34,14.067,21.87,10.54,3.13.1
7.0,JUL,06-07-2019,ANS CR,ANSP (AUA),801.67,162.94,20.961,96.74,20.88,3.13.1
7.0,JUL,06-07-2019,ANS Finland,ANSP (AUA),236.98,9.06,2.2769999999999997,4.05,1.71,3.13.1
7.0,JUL,06-07-2019,ARMATS,ANSP (AUA),43.84,1.26,0.198,0.51,0.11,3.13.1
7.0,JUL,06-07-2019,Albcontrol,ANSP (AUA),206.66,27.78,2.2769999999999997,12.98,1.04,3.13.1
7.0,JUL,06-07-2019,Austro Control,ANSP (AUA),908.13,165.4,18.441,101.95,21.79,3.13.1
7.0,JUL,06-07-2019,Avinor (Continental),ANSP (AUA),507.89,14.01,2.052,6.64,2.34,3.13.1
7.0,JUL,06-07-2019,BULATSA,ANSP (AUA),1013.86,200.87,9.927,84.84,11.24,3.13.1
7.0,JUL,06-07-2019,Croatia Control,ANSP (AUA),1093.62,207.17,14.499,138.27,19.04,3.13.1
7.0,JUL,06-07-2019,DCAC Cyprus,ANSP (AUA),478.07,36.49,4.176,16.61,2.33,3.13.1
7.0,JUL,06-07-2019,DFS,ANSP (AUA),3470.95,677.27,125.07300000000001,404.31,110.62,3.13.1
7.0,JUL,06-07-2019,DHMI,ANSP (AUA),4301.62,792.96,85.518,258.09,83.43,3.13.1
7.0,JUL,06-07-2019,DSNA,ANSP (AUA),7410.64,1676.93,179.217,806.79,151.24,3.13.1
7.0,JUL,06-07-2019,EANS,ANSP (AUA),210.18,12.41,2.502,5.82,1.35,3.13.1
7.0,JUL,06-07-2019,ENAIRE,ANSP (AUA),4433.47,654.34,88.47,266.62,80.44,3.13.1
